문제 번호,문제 티어,문제 이름,전체 제출 케이스,정답 케이스,푼 사람 수,정답 비율,문제 링크
1260,Silver II,DFS와 BFS,302036,119151,70655,38.071%,https://www.acmicpc.net/problem/1260
2606,Silver III,바이러스,190524,89814,59743,46.035%,https://www.acmicpc.net/problem/2606
2667,Silver I,단지번호붙이기,197056,88832,56511,42.921%,https://www.acmicpc.net/problem/2667
1012,Silver II,유기농 배추,202390,82963,55059,38.627%,https://www.acmicpc.net/problem/1012
11724,Silver II,연결 요소의 개수,142910,64459,42316,42.068%,https://www.acmicpc.net/problem/11724
10026,Gold V,적록색약,73676,42642,32072,56.752%,https://www.acmicpc.net/problem/10026
11725,Silver II,트리의 부모 찾기,91465,41158,28938,42.707%,https://www.acmicpc.net/problem/11725
2468,Silver I,안전 영역,114225,43290,28520,34.716%,https://www.acmicpc.net/problem/2468
4963,Silver II,섬의 개수,73874,37664,27012,49.772%,https://www.acmicpc.net/problem/4963
1987,Gold IV,알파벳,130560,39678,24120,28.203%,https://www.acmicpc.net/problem/1987
2583,Silver I,영역 구하기,52162,30132,23234,57.951%,https://www.acmicpc.net/problem/2583
2644,Silver II,촌수계산,57286,29483,22132,50.721%,https://www.acmicpc.net/problem/2644
1707,Gold IV,이분 그래프,102865,28312,17476,24.595%,https://www.acmicpc.net/problem/1707
1520,Gold III,내리막 길,90095,23443,17086,28.336%,https://www.acmicpc.net/problem/1520
2573,Gold IV,빙산,84286,24451,16308,26.414%,https://www.acmicpc.net/problem/2573
1967,Gold IV,트리의 지름,52458,21057,15971,40.739%,https://www.acmicpc.net/problem/1967
1167,Gold II,트리의 지름,61646,20709,15116,33.770%,https://www.acmicpc.net/problem/1167
1926,Silver I,그림,48994,21755,14934,42.922%,https://www.acmicpc.net/problem/1926
1068,Gold V,트리,65000,19504,14612,29.323%,https://www.acmicpc.net/problem/1068
9466,Gold III,텀 프로젝트,72452,18498,12493,24.062%,https://www.acmicpc.net/problem/9466
2638,Gold III,치즈,31154,14669,10964,45.919%,https://www.acmicpc.net/problem/2638
1937,Gold III,욕심쟁이 판다,47393,15580,10365,30.097%,https://www.acmicpc.net/problem/1937
1325,Silver I,효율적인 해킹,100708,15053,10130,18.831%,https://www.acmicpc.net/problem/1325
24479,Silver II,알고리즘 수업 - 깊이 우선 탐색 1,47552,11777,8751,23.654%,https://www.acmicpc.net/problem/24479
1743,Silver I,음식물 피하기,22483,10778,8545,47.909%,https://www.acmicpc.net/problem/1743
17471,Gold III,게리맨더링,30250,13306,8349,40.464%,https://www.acmicpc.net/problem/17471
2458,Gold IV,키 순서,19056,10397,7651,54.205%,https://www.acmicpc.net/problem/2458
2668,Gold V,숫자고르기,21138,9465,7307,45.563%,https://www.acmicpc.net/problem/2668
3109,Gold II,빵집,30188,10979,7138,31.826%,https://www.acmicpc.net/problem/3109
2251,Gold V,물통,18241,9489,7082,52.623%,https://www.acmicpc.net/problem/2251
17472,Gold I,다리 만들기 2,30048,11136,7066,33.448%,https://www.acmicpc.net/problem/17472
21736,Silver II,헌내기는 친구가 필요해,13432,8004,6691,60.007%,https://www.acmicpc.net/problem/21736
24480,Silver II,알고리즘 수업 - 깊이 우선 탐색 2,14519,7547,6601,53.877%,https://www.acmicpc.net/problem/24480
2210,Silver II,숫자판 점프,10414,7652,6117,74.498%,https://www.acmicpc.net/problem/2210
1303,Silver I,전쟁 - 전투,19365,7659,6114,38.594%,https://www.acmicpc.net/problem/1303
3184,Silver I,양,11706,7338,5818,63.841%,https://www.acmicpc.net/problem/3184
15681,Gold V,트리와 쿼리,15918,7557,5708,45.345%,https://www.acmicpc.net/problem/15681
16946,Gold II,벽 부수고 이동하기 4,26309,7539,5278,25.407%,https://www.acmicpc.net/problem/16946
3584,Gold IV,가장 가까운 공통 조상,12871,6717,5044,52.188%,https://www.acmicpc.net/problem/3584
10159,Gold IV,저울,9368,6133,4901,67.815%,https://www.acmicpc.net/problem/10159
4803,Gold IV,트리,19969,6929,4813,32.617%,https://www.acmicpc.net/problem/4803
1240,Gold V,노드사이의 거리,11227,6131,4714,54.354%,https://www.acmicpc.net/problem/1240
2250,Gold II,트리의 높이와 너비,22601,6675,4605,28.219%,https://www.acmicpc.net/problem/2250
20058,Gold III,마법사 상어와 파이어스톰,15943,7133,4360,41.113%,https://www.acmicpc.net/problem/20058
1189,Silver I,컴백홈,9152,5125,3991,55.361%,https://www.acmicpc.net/problem/1189
1103,Gold II,게임,23988,5517,3880,21.562%,https://www.acmicpc.net/problem/1103
1405,Gold IV,미친 로봇,11635,5318,3737,42.635%,https://www.acmicpc.net/problem/1405
16724,Gold III,피리 부는 사나이,10242,4642,3494,42.492%,https://www.acmicpc.net/problem/16724
13565,Silver II,침투,10160,4662,3434,44.830%,https://www.acmicpc.net/problem/13565
14716,Silver I,현수막,6250,3762,3161,62.830%,https://www.acmicpc.net/problem/14716
16173,Silver IV,점프왕 쩰리 (Small),9518,3998,3035,40.161%,https://www.acmicpc.net/problem/16173
14267,Gold IV,회사 문화 1,10094,3866,2918,36.298%,https://www.acmicpc.net/problem/14267
2617,Gold IV,구슬 찾기,10758,3736,2785,34.635%,https://www.acmicpc.net/problem/2617
16947,Gold III,서울 지하철 2호선,8574,3904,2564,43.625%,https://www.acmicpc.net/problem/16947
11400,Platinum IV,단절선,8718,3782,2365,40.981%,https://www.acmicpc.net/problem/11400
15900,Silver I,나무 탈출,10204,3001,2209,34.232%,https://www.acmicpc.net/problem/15900
11123,Silver II,양 한마리... 양 두마리...,4309,2669,2185,63.870%,https://www.acmicpc.net/problem/11123
15971,Gold IV,두 로봇,8040,2919,2134,36.972%,https://www.acmicpc.net/problem/15971
1245,Gold V,농장 관리,5416,2361,1894,44.586%,https://www.acmicpc.net/problem/1245
16964,Gold III,DFS 스페셜 저지,6788,2301,1662,35.242%,https://www.acmicpc.net/problem/16964
2186,Gold III,문자판,9630,2320,1586,23.570%,https://www.acmicpc.net/problem/2186
16437,Gold III,양 구출 작전,7826,2167,1568,26.744%,https://www.acmicpc.net/problem/16437
17090,Gold III,미로 탈출하기,6124,2132,1552,33.820%,https://www.acmicpc.net/problem/17090
14248,Silver II,점프 점프,3207,1890,1536,58.964%,https://www.acmicpc.net/problem/14248
16174,Silver I,점프왕 쩰리 (Large),4023,1827,1520,45.991%,https://www.acmicpc.net/problem/16174
16932,Gold III,모양 만들기,4905,1829,1335,34.657%,https://www.acmicpc.net/problem/16932
15723,Silver I,n단 논법,2424,1405,1182,58.920%,https://www.acmicpc.net/problem/15723
17616,Gold III,등수 찾기,3697,1572,1171,45.724%,https://www.acmicpc.net/problem/17616
17265,Gold V,나의 인생에는 수학과 함께,2530,1341,1101,52.304%,https://www.acmicpc.net/problem/17265
22352,Gold V,항체 인식,3578,1251,1075,36.740%,https://www.acmicpc.net/problem/22352
14942,Platinum V,개미,2767,1379,1044,48.378%,https://www.acmicpc.net/problem/14942
24481,Silver II,알고리즘 수업 - 깊이 우선 탐색 3,2661,1131,1005,43.338%,https://www.acmicpc.net/problem/24481
20166,Gold IV,문자열 지옥에 빠진 호석,3792,1454,1004,36.245%,https://www.acmicpc.net/problem/20166
24482,Silver II,알고리즘 수업 - 깊이 우선 탐색 4,1702,964,882,62.420%,https://www.acmicpc.net/problem/24482
14238,Gold II,출근 기록,3727,1193,873,32.894%,https://www.acmicpc.net/problem/14238
21938,Silver II,영상처리,2638,1055,835,38.675%,https://www.acmicpc.net/problem/21938
5547,Gold IV,일루미네이션,1818,1050,792,61.158%,https://www.acmicpc.net/problem/5547
19542,Gold III,전단지 돌리기,2491,951,744,39.117%,https://www.acmicpc.net/problem/19542
13265,Gold V,색칠하기,2519,964,729,40.187%,https://www.acmicpc.net/problem/13265
12784,Gold III,인하니카 공화국,2520,955,710,36.711%,https://www.acmicpc.net/problem/12784
21937,Silver I,작업,1662,846,704,51.200%,https://www.acmicpc.net/problem/21937
24483,Silver II,알고리즘 수업 - 깊이 우선 탐색 5,2260,780,701,35.440%,https://www.acmicpc.net/problem/24483
20188,Platinum V,등산 마니아,2510,909,681,37.254%,https://www.acmicpc.net/problem/20188
1953,Gold IV,팀배분,2047,846,679,44.525%,https://www.acmicpc.net/problem/1953
18126,Silver II,너구리 구구,2260,845,667,36.548%,https://www.acmicpc.net/problem/18126
24484,Silver II,알고리즘 수업 - 깊이 우선 탐색 6,1366,717,651,54.752%,https://www.acmicpc.net/problem/24484
16432,Gold IV,떡장수와 호랑이,3059,816,644,26.744%,https://www.acmicpc.net/problem/16432
20924,Gold IV,트리의 기둥과 가지,2565,847,641,32.472%,https://www.acmicpc.net/problem/20924
1199,Platinum IV,오일러 회로,12894,1185,620,12.653%,https://www.acmicpc.net/problem/1199
15559,Gold II,내 선물을 받아줘,1759,753,566,41.224%,https://www.acmicpc.net/problem/15559
17370,Gold III,육각형 우리 속의 개미,1366,733,534,59.978%,https://www.acmicpc.net/problem/17370
2310,Gold IV,어드벤처 게임,2659,823,530,30.372%,https://www.acmicpc.net/problem/2310
24230,Gold V,트리 색칠하기,1604,649,522,40.309%,https://www.acmicpc.net/problem/24230
7812,Platinum V,중앙 트리,2073,741,520,34.946%,https://www.acmicpc.net/problem/7812
26169,Silver III,세 번 이내에 사과를 먹자,2135,685,500,31.646%,https://www.acmicpc.net/problem/26169
21606,Gold III,아침 산책,3997,746,500,19.118%,https://www.acmicpc.net/problem/21606
25402,Platinum V,트리와 쿼리,2939,740,494,24.626%,https://www.acmicpc.net/problem/25402
18251,Platinum IV,내 생각에 A번인 단순 dfs 문제가 이 대회에서 E번이 되어버린 건에 관하여 (Easy),1628,596,478,34.290%,https://www.acmicpc.net/problem/18251
11581,Silver I,구호물자,2162,574,436,28.238%,https://www.acmicpc.net/problem/11581
20010,Gold II,악덕 영주 혜유,936,521,411,57.483%,https://www.acmicpc.net/problem/20010
22860,Gold III,폴더 정리 (small),1361,551,397,38.357%,https://www.acmicpc.net/problem/22860
1595,Gold IV,북쪽나라의 도로,1441,493,396,34.828%,https://www.acmicpc.net/problem/1595
12946,Gold III,육각 보드,2007,546,393,26.949%,https://www.acmicpc.net/problem/12946
14570,Gold I,나무 위의 구슬,1856,527,391,29.689%,https://www.acmicpc.net/problem/14570
25516,Silver II,거리가 k이하인 트리 노드에서 사과 수확하기,875,452,368,51.685%,https://www.acmicpc.net/problem/25516
26146,Platinum V,즉흥 여행 (Easy),1103,460,358,45.088%,https://www.acmicpc.net/problem/26146
27737,Silver I,버섯 농장,1095,395,349,37.935%,https://www.acmicpc.net/problem/27737
19581,Gold I,두 번째 트리의 지름,1206,424,342,39.356%,https://www.acmicpc.net/problem/19581
12763,Gold II,지각하면 안 돼,1642,537,341,29.886%,https://www.acmicpc.net/problem/12763
31575,Silver III,도시와 비트코인,1050,361,305,34.778%,https://www.acmicpc.net/problem/31575
20530,Gold I,양분,1440,402,303,29.219%,https://www.acmicpc.net/problem/20530
17220,Gold IV,마약수사대,1240,399,303,31.595%,https://www.acmicpc.net/problem/17220
24463,Gold IV,미로,1080,382,296,35.792%,https://www.acmicpc.net/problem/24463
13016,Platinum V,내 왼손에는 흑염룡이 잠들어 있다,827,361,296,47.360%,https://www.acmicpc.net/problem/13016
2642,Platinum V,전개도,1034,350,290,41.429%,https://www.acmicpc.net/problem/2642
17834,Gold I,사자와 토끼,657,344,276,55.090%,https://www.acmicpc.net/problem/17834
31423,Gold V,신촌 통폐합 계획,1600,365,271,24.261%,https://www.acmicpc.net/problem/31423
28219,Platinum III,주유소,1124,363,260,32.870%,https://www.acmicpc.net/problem/28219
22344,Platinum III,그래프 균형 맞추기,1234,314,260,25.948%,https://www.acmicpc.net/problem/22344
1131,Platinum V,숫자,1177,460,255,34.413%,https://www.acmicpc.net/problem/1131
15270,Silver I,친구 팰린드롬,1409,391,249,29.856%,https://www.acmicpc.net/problem/15270
14907,Gold II,프로젝트 스케줄링,897,324,243,35.474%,https://www.acmicpc.net/problem/14907
14574,Platinum V,헤븐스 키친,1098,318,237,29.223%,https://www.acmicpc.net/problem/14574
14218,Silver I,그래프 탐색 2,763,311,225,41.899%,https://www.acmicpc.net/problem/14218
2132,Gold III,나무 위의 벌레,1942,311,219,17.995%,https://www.acmicpc.net/problem/2132
26170,Silver III,사과 빨리 먹기,463,263,216,58.696%,https://www.acmicpc.net/problem/26170
12896,Gold II,스크루지 민호,692,266,216,38.710%,https://www.acmicpc.net/problem/12896
1109,Platinum IV,섬,1219,287,211,24.563%,https://www.acmicpc.net/problem/1109
19641,Gold V,중첩 집합 모델,604,275,202,41.649%,https://www.acmicpc.net/problem/19641
24955,Gold IV,숫자 이어 붙이기,767,249,197,32.033%,https://www.acmicpc.net/problem/24955
14657,Gold II,준오는 최종인재야!!,952,256,193,27.031%,https://www.acmicpc.net/problem/14657
24526,Gold II,전화 돌리기,476,228,192,49.741%,https://www.acmicpc.net/problem/24526
21759,Platinum III,두 개의 팀,1396,297,190,21.542%,https://www.acmicpc.net/problem/21759
4217,Gold I,신성 문자,916,268,190,24.328%,https://www.acmicpc.net/problem/4217
30702,Silver I,국기 색칠하기,451,209,185,51.532%,https://www.acmicpc.net/problem/30702
1471,Platinum IV,사탕 돌리기,543,236,182,53.216%,https://www.acmicpc.net/problem/1471
27924,Gold III,윤이는 엄청난 것을 훔쳐갔습니다,392,214,177,56.550%,https://www.acmicpc.net/problem/27924
15647,Platinum V,로스팅하는 엠마도 바리스타입니다,396,204,166,51.077%,https://www.acmicpc.net/problem/15647
30893,Gold IV,트리 게임,586,184,152,32.972%,https://www.acmicpc.net/problem/30893
3865,Gold IV,학회원,598,204,152,34.703%,https://www.acmicpc.net/problem/3865
23835,Gold IV,어떤 우유의 배달목록 (Easy),275,176,149,67.421%,https://www.acmicpc.net/problem/23835
25515,Gold IV,트리 노드 합의 최댓값,358,188,144,50.350%,https://www.acmicpc.net/problem/25515
26260,Gold V,이가 빠진 이진 트리,271,178,137,62.727%,https://www.acmicpc.net/problem/26260
20532,Platinum IV,정점 간 통신 네트워크,632,172,134,25.524%,https://www.acmicpc.net/problem/20532
10542,Platinum III,마피아 게임,700,171,134,31.235%,https://www.acmicpc.net/problem/10542
1119,Gold II,그래프,666,163,131,24.578%,https://www.acmicpc.net/problem/1119
17501,Gold II,수식 트리,371,157,127,49.035%,https://www.acmicpc.net/problem/17501
24232,Gold I,망가진 나무,389,159,124,47.510%,https://www.acmicpc.net/problem/24232
3044,Platinum III,자전거 경주 준비하기,1296,148,116,19.205%,https://www.acmicpc.net/problem/3044
16906,Platinum V,욱제어,436,144,115,34.125%,https://www.acmicpc.net/problem/16906
19240,Gold IV,장난감 동맹군,476,153,113,32.286%,https://www.acmicpc.net/problem/19240
13502,Gold II,단어퍼즐 2,661,176,113,25.223%,https://www.acmicpc.net/problem/13502
4315,Gold I,나무 위의 구슬,296,130,111,44.578%,https://www.acmicpc.net/problem/4315
31477,Gold III,양갈래 구하기,263,124,110,61.798%,https://www.acmicpc.net/problem/31477
22861,Gold I,폴더 정리 (large),629,200,109,25.057%,https://www.acmicpc.net/problem/22861
25638,Platinum V,트리와 경로 개수 쿼리,331,136,107,46.121%,https://www.acmicpc.net/problem/25638
26159,Gold II,트리와 수열,351,150,101,39.608%,https://www.acmicpc.net/problem/26159
17260,Gold II,계곡이 넘쳐흘러,600,133,101,25.377%,https://www.acmicpc.net/problem/17260
12912,Gold I,트리 수정,283,125,101,48.792%,https://www.acmicpc.net/problem/12912
17493,Platinum III,동아리 홍보하기,632,138,100,26.810%,https://www.acmicpc.net/problem/17493
27653,Gold II,최소 트리 분할,226,121,99,55.000%,https://www.acmicpc.net/problem/27653
31635,Gold III,신기한 미로의 가지,507,108,96,27.042%,https://www.acmicpc.net/problem/31635
31406,Gold II,트리 탐색기 (Easy),247,116,96,49.485%,https://www.acmicpc.net/problem/31406
30466,Platinum III,"우정은 BFS처럼, 사랑은 DFS처럼",198,131,96,67.606%,https://www.acmicpc.net/problem/30466
1170,Platinum III,선인장의 개수,304,109,95,45.455%,https://www.acmicpc.net/problem/1170
23086,Gold II,두 반으로 나누기,429,119,94,27.405%,https://www.acmicpc.net/problem/23086
25622,Gold I,3에 깃든 힘,306,107,91,43.333%,https://www.acmicpc.net/problem/25622
31464,Gold II,초콜릿 괴도 코코 (Sweet),476,106,89,31.010%,https://www.acmicpc.net/problem/31464
14678,Gold II,어그로 끌린 영선,524,130,89,22.475%,https://www.acmicpc.net/problem/14678
30689,Gold III,미로 보수,300,104,88,40.930%,https://www.acmicpc.net/problem/30689
28423,Gold IV,게임,207,107,88,56.410%,https://www.acmicpc.net/problem/28423
27915,Gold III,금광,229,110,87,47.027%,https://www.acmicpc.net/problem/27915
1375,Gold II,나이,867,146,87,19.683%,https://www.acmicpc.net/problem/1375
23296,Gold II,엘리베이터 조작,476,116,86,27.302%,https://www.acmicpc.net/problem/23296
2379,Platinum IV,트리 탐색하기,311,125,86,42.574%,https://www.acmicpc.net/problem/2379
28019,Gold I,산지니의 여행계획,358,109,82,34.746%,https://www.acmicpc.net/problem/28019
23818,Gold I,원수의 원수,259,106,82,41.837%,https://www.acmicpc.net/problem/23818
9646,Gold III,다이어그램과 태블로,507,123,82,29.710%,https://www.acmicpc.net/problem/9646
